Index,Source,P/C
5097,"[ERNST PETERS/The Ledger]"",",                              
5098,"[Photo provided by White House]"",",                              
5099,"[GABRIELLE STODD/Special to The Post]"",",                              
5100,"[Photo provided by Leigh Ann Chesney]"",",                              
5101,"[JAKE ELMAN/Special to The Post]"",",                              
5102,"[Courtesy of Tina Dupes]"",",                              
5103,"[Photo by Tina Dupes]"",",                              
5104,"[Photo provided by Sgt. Jerry Fleshman/General Accounting Office]"",",                              
5105,"[Photo provided by North Palm Beach Rowing Club]"",",                              
5106,"[Photo provided by Village of North Palm Beach]"",",                              
5107,"[Photo by Rick Fethke]"",",                              
5108,"[Rendering by Foster + Partners]"",
						",                              
5109,"[SAM HOWARD/SPECIAL TO THE POST]"",",                              
5110,"[JAKE ELMAN/SPECIAL TO THE POST]"",",                              
5111,"[TIM STEPIEN POOL Photo / The Coastal Star]"",",                              
5112,"[Photo courtesy of Acts Retirement]"",",                              
5113,"[Courtesy of Acts Retirement]"",",                              
5114,"[Courtesy of Foster and Partners]"",
						",                              
